PC1,PC2,Cluster,Edad,Experiencia_laboral,Gastoscore,Family_Size,Generacion,Ingresos_anuales_brutos,Digital_encuesta,Gasto_medio_mensual_cuota,Genero
-1.5915826585335764,-0.5363864173053386,4,1.0351927910565533,0.7682715787882621,-0.7327433459424082,0.1579640182836869,-0.6273325852581351,1.0464913304837429,0.2276653541386746,1.2190749233100795,0
-1.862416568117952,-0.04165524756110593,1,0.8710028898624139,0.7682715787882621,0.624361163194121,-0.4889151175851028,-0.6273325852581351,1.2254016445486997,-0.309165498937505,0.1665359691055591,1
-0.6538085430968917,0.6266913042738621,2,0.925732856927127,0.7682715787882621,0.624361163194121,0.1579640182836869,-0.6273325852581351,-0.5551685025999804,0.762884102550962,-0.5351566670307879,1
1.8621737352644314,0.2670079014113206,0,-0.8256260891436936,-0.4966867080033181,-0.7327433459424082,0.8048431541524768,0.6826590317992148,-0.8981835393574937,0.583940484858902,-0.5351566670307879,1
-0.49765860968683034,0.141975597336252,2,0.2142432850858561,0.7682715787882621,0.624361163194121,-0.4889151175851028,-0.6273325852581351,-0.7507492344315708,0.1647932722468698,-0.5351566670307879,1
-2.825457186061903,-1.5394798847689024,4,1.5277624946389716,0.7682715787882621,-0.7327433459424082,-1.1357942534538927,-0.6273325852581351,0.9075052542226052,-1.7503870684573388,2.6224601955827738,1
-0.7252191131751402,0.6363944078649083,2,-0.1688664843671359,0.7682715787882621,-0.7327433459424082,1.4517222900212663,-0.6273325852581351,1.5936766024644675,-0.4913333259573498,-0.5351566670307879,1
1.7596260413648477,1.3225090536891395,3,-0.6614361879495542,-0.4966867080033181,-0.7327433459424082,2.098601425890056,0.6826590317992148,-1.060112631256778,-0.6767253623049795,-0.5351566670307879,1
2.6769461005529966,0.767220855493005,3,-0.9898159903378332,-1.7616449947948984,-0.7327433459424082,1.4517222900212663,0.6826590317992148,-0.9902381513637524,0.6951757066674799,-0.5351566670307879,1
0.19971443450478865,-0.8050816498930017,0,-0.3330563855612753,0.7682715787882621,-0.7327433459424082,-0.4889151175851028,0.6826590317992148,-0.2859836380868973,-0.380098104148772,0.1665359691055591,1
1.1331101313788583,1.1371497754050044,0,-0.4972462867554147,-0.4966867080033181,0.624361163194121,0.8048431541524768,0.6826590317992148,-0.8044336306292047,-0.2688628823401942,-0.5351566670307879,1
2.0740307393255,-0.7202269530528372,0,-0.9898159903378332,-1.7616449947948984,-0.7327433459424082,-0.4889151175851028,0.6826590317992148,-0.757050087248451,-0.1947060678011424,-0.5351566670307879,1
-0.537240857444389,-1.1928470382253513,4,0.4331631533447087,0.7682715787882621,-0.7327433459424082,-1.1357942534538927,-0.6273325852581351,-0.9391814650852658,-0.9394984225194458,-0.5351566670307879,0
-0.45069425461474594,-1.1829514964940906,4,0.3237032192152824,0.7682715787882621,-0.7327433459424082,-1.1357942534538927,-0.6273325852581351,-0.69483269754993,-0.3720375808293099,-0.5351566670307879,1
-1.1496621794281916,-1.3605322509979418,4,0.4878931204094219,0.7682715787882621,-0.7327433459424082,-1.1357942534538927,-0.6273325852581351,0.2677567812190125,-0.6235259083965292,0.1665359691055591,0
-1.6275678529723163,-1.3633137700990023,4,0.542623087474135,0.7682715787882621,-0.7327433459424082,-1.1357942534538927,-0.6273325852581351,1.1757294505932046,-1.0652425863030557,0.1665359691055591,1
-1.8097721149003037,-0.08415698693637684,1,-0.0594065502377095,0.7682715787882621,0.624361163194121,-0.4889151175851028,-0.6273325852581351,1.766370828548646,-1.0023705044112503,0.1665359691055591,1
-1.1991421995786011,-0.9313670463735275,4,-0.1141365173024227,0.7682715787882621,-0.7327433459424082,-0.4889151175851028,-0.6273325852581351,1.5421960920054736,-0.3397954875514613,0.1665359691055591,1
